latitude,longitude,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,pH
16.16,80.0,140.0,40.0,450.0,8.0
16.16,80.01,140.0,40.0,450.0,8.0
16.16,80.01,140.0,40.0,450.0,8.0
16.16,80.02,140.0,40.0,450.0,8.0
16.16,80.02,140.0,40.0,450.0,8.0
16.16,80.03,140.0,40.0,450.0,8.0
16.16,80.04,140.0,40.0,450.0,8.0
16.16,80.04,140.0,40.0,450.0,8.0
16.16,80.05,140.0,40.0,450.0,8.0
16.16,80.05,140.0,40.0,450.0,8.0
16.16,80.06,140.0,40.0,450.0,8.0
16.16,80.07,140.0,40.0,450.0,8.0
16.16,80.07,140.0,40.0,450.0,8.0
16.16,80.08,140.0,40.0,450.0,8.0
16.16,80.08,140.0,40.0,450.0,8.0
16.16,80.09,140.0,40.0,450.0,8.0
16.16,80.09,140.0,40.0,450.0,8.0
16.16,80.1,140.0,40.0,450.0,8.0
16.16,80.11,140.0,40.0,450.0,8.0
16.16,80.11,140.0,40.0,450.0,8.0
16.16,80.12,140.0,40.0,450.0,8.0
16.16,80.12,140.0,40.0,450.0,8.0
16.16,80.13,140.0,40.0,450.0,8.0
16.16,80.14,140.0,40.0,450.0,8.0
16.16,80.14,140.0,40.0,450.0,8.0
16.16,80.15,140.0,40.0,450.0,8.0
16.16,80.15,140.0,40.0,450.0,8.0
16.16,80.16,140.0,40.0,450.0,8.0
16.16,80.16,140.0,40.0,450.0,8.0
16.16,80.17,140.0,40.0,450.0,8.0
16.16,80.18,140.0,40.0,450.0,8.0
16.16,80.18,140.0,40.0,450.0,8.0
16.16,80.19,140.0,40.0,450.0,8.0
16.16,80.19,140.0,40.0,450.0,8.0
16.16,80.22,140.0,40.0,450.0,8.0
16.16,80.22,140.0,40.0,450.0,8.0
16.16,80.23,140.0,40.0,450.0,8.0
16.16,80.23,140.0,40.0,450.0,8.0
16.16,80.24,140.0,40.0,450.0,8.0
16.16,80.25,140.0,40.0,450.0,8.0
16.16,80.25,140.0,40.0,450.0,8.0
16.16,80.26,140.0,40.0,450.0,8.0
16.16,80.26,140.0,40.0,450.0,8.0
16.16,80.27,140.0,40.0,450.0,8.0
16.16,80.28,140.0,40.0,450.0,8.0
16.16,80.28,140.0,40.0,450.0,8.0
16.16,80.29,140.0,40.0,450.0,8.0
16.16,80.29,140.0,40.0,450.0,8.0
16.16,80.33,140.0,40.0,450.0,7.0
16.16,80.33,140.0,40.0,450.0,7.0
16.16,80.34,140.0,40.0,450.0,
16.16,80.35,140.0,40.0,450.0,
16.16,80.35,140.0,40.0,450.0,
16.16,80.36,140.0,40.0,450.0,
16.16,80.36,140.0,40.0,450.0,
16.16,80.37,140.0,40.0,450.0,
16.16,80.37,140.0,40.0,450.0,8.0
16.16,80.38,140.0,40.0,450.0,8.0
16.16,80.39,140.0,40.0,450.0,8.0
16.16,80.39,140.0,40.0,450.0,8.0
16.16,80.4,140.0,40.0,450.0,8.0
16.16,80.4,140.0,40.0,450.0,8.0
16.16,80.41,140.0,40.0,450.0,8.0
16.16,80.42,140.0,40.0,450.0,8.0
16.16,80.42,140.0,40.0,450.0,8.0
16.16,80.43,140.0,40.0,450.0,8.0
16.16,80.43,140.0,40.0,450.0,8.0
16.16,80.44,140.0,40.0,450.0,
16.16,80.44,140.0,40.0,450.0,
16.16,80.45,140.0,40.0,450.0,8.0
16.16,80.46,140.0,40.0,450.0,8.0
16.16,80.46,140.0,40.0,450.0,8.0
16.16,80.47,140.0,40.0,450.0,8.0
16.16,80.47,140.0,40.0,450.0,8.0
16.16,80.48,140.0,40.0,450.0,8.0
16.16,80.49,140.0,40.0,450.0,8.0
16.16,80.49,140.0,40.0,450.0,8.0
16.16,80.5,140.0,40.0,450.0,8.0
16.16,80.5,140.0,40.0,450.0,8.0
16.16,80.51,140.0,40.0,450.0,8.0
16.16,80.51,140.0,40.0,450.0,8.0
16.16,80.52,140.0,40.0,450.0,8.0
16.16,80.53,140.0,40.0,450.0,8.0
16.16,80.53,140.0,40.0,450.0,8.0
16.16,80.54,140.0,40.0,450.0,8.0
16.16,80.54,140.0,40.0,450.0,8.0
16.16,80.55,140.0,40.0,450.0,8.0
16.16,80.56,140.0,40.0,450.0,8.0
16.16,80.56,140.0,40.0,450.0,8.0
16.16,80.57,140.0,40.0,450.0,8.0
16.16,80.57,140.0,40.0,450.0,8.0
16.16,80.58,140.0,40.0,450.0,8.0
16.16,80.58,140.0,40.0,450.0,8.0
16.16,80.59,140.0,40.0,450.0,8.0
16.16,80.6,140.0,40.0,450.0,8.0
16.16,80.6,140.0,40.0,450.0,8.0
16.16,80.61,140.0,40.0,450.0,8.0
16.16,80.61,140.0,40.0,450.0,8.0
16.16,80.62,140.0,40.0,450.0,8.0
16.16,80.63,140.0,40.0,450.0,8.0
16.16,80.63,140.0,40.0,450.0,8.0
16.16,80.64,140.0,40.0,450.0,8.0
16.16,80.64,140.0,40.0,450.0,8.0
16.16,80.65,140.0,40.0,450.0,8.0
16.16,80.65,140.0,40.0,450.0,8.0
16.16,80.66,140.0,40.0,450.0,8.0
16.16,80.67,140.0,40.0,450.0,8.0
16.16,80.67,140.0,40.0,450.0,8.0
16.16,80.68,140.0,40.0,450.0,7.0
16.16,80.68,140.0,40.0,450.0,7.0
16.16,80.69,140.0,40.0,450.0,
16.16,80.7,140.0,40.0,450.0,
16.16,80.7,140.0,40.0,450.0,8.0
16.16,80.71,140.0,40.0,450.0,8.0
16.16,80.71,140.0,40.0,450.0,8.0
16.16,80.72,140.0,40.0,450.0,8.0
16.16,80.72,140.0,40.0,450.0,8.0
16.16,80.73,140.0,40.0,450.0,8.0
16.16,80.74,140.0,40.0,450.0,8.0
16.16,80.74,140.0,40.0,450.0,8.0
16.16,80.75,140.0,40.0,450.0,8.0
16.16,80.75,140.0,40.0,450.0,8.0
16.16,80.76,140.0,40.0,450.0,8.0
16.16,80.77,140.0,40.0,450.0,8.0
16.16,80.77,140.0,40.0,450.0,8.0
16.16,80.78,140.0,40.0,450.0,8.0
16.16,80.78,140.0,,,8.0
16.16,80.79,140.0,40.0,450.0,8.0
16.16,80.79,140.0,40.0,,8.0
16.16,80.8,140.0,,,8.0
16.16,80.81,140.0,,,8.0
16.16,80.81,140.0,,,8.0
16.15,79.27,140.0,40.0,450.0,8.0
16.15,79.28,140.0,40.0,450.0,8.0
16.15,79.28,140.0,40.0,450.0,8.0
16.15,79.29,140.0,40.0,450.0,8.0
16.15,79.29,140.0,40.0,450.0,8.0
16.15,79.3,140.0,40.0,450.0,8.0
16.15,79.31,140.0,40.0,450.0,8.0
16.15,79.43,140.0,40.0,450.0,8.0
16.15,79.43,140.0,40.0,450.0,8.0
16.15,79.44,140.0,40.0,450.0,8.0
16.15,79.45,140.0,40.0,450.0,8.0
16.15,79.45,140.0,40.0,450.0,8.0
16.15,79.46,140.0,40.0,450.0,8.0
16.15,79.46,140.0,40.0,450.0,8.0
16.15,79.47,140.0,40.0,450.0,8.0
16.15,79.48,140.0,40.0,450.0,8.0
16.15,79.48,140.0,40.0,450.0,8.0
16.15,79.49,140.0,17.5,450.0,8.0
16.15,79.49,140.0,17.5,450.0,8.0
16.15,79.5,140.0,17.5,450.0,8.0
16.15,79.5,140.0,17.5,450.0,8.0
16.15,79.51,140.0,17.5,450.0,8.0
16.15,79.52,140.0,17.5,450.0,8.0
16.15,79.52,140.0,40.0,450.0,8.0
16.15,79.53,140.0,40.0,450.0,8.0
16.15,79.53,140.0,40.0,450.0,8.0
16.15,79.54,140.0,40.0,450.0,8.0
16.15,79.55,140.0,40.0,450.0,8.0
16.15,79.55,140.0,40.0,450.0,8.0
16.15,79.56,140.0,40.0,450.0,8.0
16.15,79.56,140.0,40.0,450.0,8.0
16.15,79.57,140.0,40.0,450.0,8.0
16.15,79.57,140.0,40.0,450.0,8.0
16.15,79.58,140.0,40.0,450.0,8.0
16.15,79.59,140.0,40.0,450.0,8.0
16.15,79.59,140.0,40.0,200.0,8.0
16.15,79.6,140.0,40.0,200.0,8.0
16.15,79.6,140.0,40.0,200.0,8.0
16.15,79.61,140.0,40.0,200.0,8.0
16.15,79.62,140.0,40.0,200.0,8.0
16.15,79.62,140.0,40.0,200.0,8.0
16.15,79.63,140.0,40.0,200.0,8.0
16.15,79.63,140.0,40.0,450.0,8.0
16.15,79.64,140.0,40.0,450.0,8.0
16.15,79.64,140.0,40.0,450.0,8.0
16.15,79.65,140.0,40.0,450.0,8.0
16.15,79.66,140.0,40.0,450.0,8.0
16.15,79.66,140.0,40.0,450.0,8.0
16.15,79.67,140.0,40.0,450.0,8.0
16.15,79.67,140.0,40.0,450.0,8.0
16.15,79.68,140.0,40.0,450.0,
16.15,79.69,140.0,40.0,450.0,8.0
16.15,79.69,140.0,40.0,450.0,8.0
16.15,79.7,140.0,40.0,450.0,8.0
16.15,79.7,140.0,40.0,450.0,8.0
16.15,79.71,140.0,40.0,450.0,8.0
16.15,79.71,140.0,40.0,450.0,8.0
16.15,79.72,140.0,40.0,450.0,8.0
16.15,79.73,140.0,40.0,450.0,8.0
16.15,79.73,140.0,40.0,450.0,8.0
16.15,79.74,140.0,40.0,450.0,8.0
16.15,79.74,140.0,40.0,450.0,8.0
16.15,79.75,140.0,40.0,450.0,8.0
16.15,79.76,140.0,40.0,450.0,8.0
16.15,79.76,140.0,40.0,450.0,8.0
16.15,79.77,140.0,40.0,450.0,8.0
16.15,79.77,140.0,40.0,450.0,8.0
16.15,79.78,140.0,40.0,450.0,8.0
16.15,79.78,140.0,40.0,450.0,8.0
16.15,79.79,140.0,40.0,450.0,8.0
16.15,79.8,140.0,40.0,450.0,8.0
16.15,79.8,140.0,40.0,450.0,8.0
16.15,79.81,140.0,40.0,450.0,8.0
16.15,79.81,140.0,40.0,450.0,8.0
16.15,79.82,140.0,40.0,450.0,8.0
16.15,79.83,140.0,40.0,450.0,8.0
16.15,79.83,140.0,40.0,450.0,8.0
16.15,79.84,140.0,40.0,450.0,8.0
16.15,79.84,140.0,40.0,450.0,8.0
16.15,79.85,140.0,40.0,450.0,8.0
16.15,79.85,140.0,40.0,450.0,8.0
16.15,79.86,140.0,40.0,450.0,8.0
16.15,79.87,140.0,40.0,450.0,8.0
16.15,79.87,140.0,40.0,450.0,8.0
16.15,79.88,140.0,40.0,450.0,8.0
16.15,79.88,140.0,40.0,450.0,8.0
16.15,79.89,140.0,40.0,450.0,8.0
16.15,79.9,140.0,40.0,450.0,8.0
16.15,79.9,140.0,40.0,450.0,8.0
16.15,79.91,140.0,17.5,450.0,8.0
16.15,79.91,140.0,40.0,450.0,8.0
16.15,79.92,140.0,40.0,450.0,8.0
16.15,79.92,140.0,40.0,450.0,8.0
16.15,79.93,140.0,40.0,450.0,8.0
16.15,79.94,140.0,40.0,450.0,8.0
16.15,79.94,140.0,40.0,450.0,8.0
16.15,79.95,140.0,40.0,450.0,8.0
16.15,79.95,140.0,40.0,450.0,8.0
16.15,79.96,140.0,40.0,450.0,8.0
16.15,79.97,140.0,40.0,450.0,8.0
16.15,79.97,140.0,40.0,450.0,8.0
16.15,79.98,140.0,40.0,450.0,8.0
16.15,79.98,140.0,40.0,450.0,8.0
16.15,79.99,140.0,40.0,450.0,8.0
16.15,79.99,140.0,40.0,450.0,8.0
16.15,80.0,140.0,40.0,450.0,8.0
16.15,80.01,140.0,40.0,450.0,8.0
16.15,80.01,140.0,40.0,450.0,8.0
16.15,80.02,140.0,40.0,450.0,8.0
16.15,80.02,140.0,40.0,450.0,8.0
16.15,80.03,140.0,40.0,450.0,8.0
16.15,80.04,140.0,40.0,450.0,8.0
16.15,80.04,140.0,40.0,450.0,8.0
16.15,80.07,140.0,40.0,450.0,8.0
16.15,80.08,140.0,40.0,450.0,8.0
16.15,80.08,140.0,40.0,450.0,8.0
16.15,80.09,140.0,40.0,450.0,8.0
16.15,80.09,140.0,40.0,450.0,8.0
16.15,80.1,140.0,40.0,450.0,8.0
16.15,80.11,140.0,40.0,450.0,8.0
16.15,80.11,140.0,40.0,450.0,8.0
16.15,80.12,140.0,40.0,450.0,8.0
16.15,80.12,140.0,40.0,450.0,8.0
16.15,80.13,140.0,40.0,450.0,8.0
16.15,80.14,140.0,40.0,450.0,8.0
16.15,80.14,140.0,40.0,450.0,8.0
16.15,80.15,140.0,40.0,450.0,8.0
16.15,80.15,140.0,40.0,450.0,8.0
16.15,80.16,140.0,40.0,450.0,8.0
16.15,80.16,140.0,40.0,450.0,8.0
16.15,80.17,140.0,40.0,450.0,8.0
16.15,80.18,140.0,40.0,450.0,8.0
16.15,80.18,140.0,40.0,450.0,8.0
16.15,80.19,140.0,40.0,450.0,8.0
16.15,80.19,140.0,40.0,450.0,8.0
16.15,80.2,140.0,40.0,450.0,8.0
16.15,80.21,140.0,40.0,450.0,8.0
16.15,80.21,140.0,40.0,450.0,8.0
16.15,80.22,140.0,40.0,450.0,8.0
16.15,80.22,140.0,40.0,450.0,8.0
16.15,80.23,140.0,40.0,450.0,8.0
16.15,80.23,140.0,40.0,450.0,8.0
16.15,80.24,140.0,40.0,450.0,8.0
16.15,80.25,140.0,40.0,450.0,8.0
16.15,80.25,140.0,40.0,450.0,8.0
16.15,80.26,140.0,40.0,450.0,8.0
16.15,80.26,140.0,40.0,450.0,8.0
16.15,80.27,140.0,40.0,450.0,8.0
16.15,80.28,140.0,40.0,450.0,8.0
16.15,80.28,140.0,40.0,450.0,8.0
16.15,80.29,140.0,40.0,450.0,8.0
16.15,80.3,420.0,40.0,450.0,8.0
16.15,80.3,420.0,40.0,450.0,8.0
16.15,80.31,420.0,40.0,450.0,8.0
16.15,80.32,420.0,40.0,450.0,8.0
16.15,80.32,420.0,40.0,450.0,8.0
16.15,80.34,140.0,40.0,450.0,
16.15,80.35,140.0,40.0,450.0,8.0
16.15,80.35,140.0,40.0,450.0,8.0
16.15,80.36,140.0,40.0,450.0,8.0
16.15,80.36,140.0,40.0,450.0,8.0
16.15,80.37,140.0,40.0,450.0,8.0
16.15,80.37,140.0,40.0,450.0,8.0
16.15,80.38,140.0,40.0,450.0,8.0
16.15,80.39,140.0,40.0,450.0,8.0
16.15,80.39,140.0,40.0,450.0,8.0
16.15,80.4,140.0,40.0,450.0,8.0
16.15,80.4,140.0,40.0,450.0,8.0
16.15,80.41,140.0,40.0,450.0,8.0
16.15,80.42,140.0,40.0,450.0,8.0
16.15,80.42,140.0,40.0,450.0,8.0
16.15,80.43,140.0,40.0,450.0,8.0
16.15,80.43,140.0,40.0,450.0,8.0
16.15,80.44,140.0,40.0,450.0,
16.15,80.44,140.0,40.0,450.0,8.0
16.15,80.45,140.0,40.0,450.0,8.0
16.15,80.46,140.0,40.0,450.0,8.0
16.15,80.46,140.0,40.0,450.0,8.0
16.15,80.47,140.0,40.0,450.0,8.0
16.15,80.47,140.0,40.0,450.0,8.0
16.15,80.48,140.0,40.0,450.0,8.0
16.15,80.49,140.0,40.0,450.0,8.0
16.15,80.49,140.0,40.0,450.0,8.0
16.15,80.5,140.0,40.0,450.0,8.0
16.15,80.5,140.0,40.0,450.0,8.0
16.15,80.51,140.0,40.0,450.0,8.0
16.15,80.51,140.0,40.0,450.0,8.0
16.15,80.52,140.0,40.0,450.0,8.0
16.15,80.53,140.0,40.0,450.0,8.0
16.15,80.53,140.0,40.0,450.0,8.0
16.15,80.54,140.0,40.0,450.0,8.0
16.15,80.54,140.0,40.0,450.0,8.0
16.15,80.55,140.0,40.0,450.0,8.0
16.15,80.56,140.0,40.0,450.0,8.0
16.15,80.56,140.0,40.0,450.0,8.0
16.15,80.57,140.0,40.0,450.0,8.0
16.15,80.57,140.0,40.0,450.0,8.0
16.15,80.58,140.0,40.0,450.0,8.0
16.15,80.58,140.0,40.0,450.0,8.0
16.15,80.59,140.0,40.0,450.0,8.0
16.15,80.6,140.0,40.0,450.0,8.0
16.15,80.6,140.0,40.0,450.0,8.0
16.15,80.61,140.0,40.0,450.0,8.0
16.15,80.61,140.0,40.0,450.0,8.0
16.15,80.62,140.0,40.0,450.0,8.0
16.15,80.63,140.0,40.0,450.0,8.0
16.15,80.63,140.0,40.0,450.0,8.0
16.15,80.64,140.0,40.0,450.0,8.0
16.15,80.64,140.0,40.0,450.0,8.0
16.15,80.65,140.0,40.0,450.0,8.0
16.15,80.65,140.0,40.0,450.0,8.0
16.15,80.66,140.0,40.0,450.0,8.0
16.15,80.67,140.0,40.0,450.0,8.0
16.15,80.67,140.0,40.0,450.0,
16.15,80.68,140.0,40.0,450.0,7.0
16.15,80.68,140.0,40.0,450.0,7.0
16.15,80.69,140.0,40.0,450.0,
16.15,80.7,140.0,40.0,450.0,8.0
16.15,80.7,140.0,40.0,450.0,8.0
16.15,80.71,140.0,40.0,450.0,8.0
16.15,80.71,140.0,40.0,450.0,8.0
16.15,80.72,140.0,40.0,450.0,8.0
16.15,80.72,140.0,40.0,450.0,8.0
16.15,80.73,140.0,40.0,450.0,8.0
16.15,80.74,140.0,40.0,450.0,8.0
16.15,80.74,140.0,40.0,450.0,8.0
16.15,80.75,140.0,40.0,450.0,8.0
16.15,80.75,140.0,40.0,450.0,8.0
16.15,80.76,140.0,40.0,450.0,8.0
16.15,80.77,140.0,40.0,450.0,8.0
16.15,80.77,140.0,40.0,450.0,8.0
16.15,80.78,140.0,40.0,450.0,8.0
16.15,80.78,140.0,40.0,450.0,8.0
16.15,80.79,140.0,,,8.0
16.15,80.79,140.0,,,8.0
16.15,80.8,140.0,,,8.0
16.15,80.81,140.0,,,8.0
16.14,79.27,140.0,40.0,450.0,8.0
16.14,79.27,140.0,40.0,450.0,8.0
16.14,79.28,140.0,40.0,450.0,8.0
16.14,79.28,140.0,40.0,450.0,8.0
16.14,79.29,140.0,40.0,450.0,8.0
16.14,79.29,140.0,40.0,450.0,8.0
16.14,79.3,140.0,40.0,450.0,8.0
16.14,79.31,140.0,40.0,450.0,8.0
16.14,79.31,140.0,40.0,450.0,8.0
16.14,79.32,140.0,40.0,450.0,8.0
16.14,79.32,140.0,40.0,450.0,8.0
16.14,79.33,140.0,40.0,450.0,8.0
16.14,79.34,140.0,40.0,450.0,8.0
16.14,79.34,140.0,40.0,450.0,8.0
16.14,79.35,140.0,40.0,450.0,8.0
16.14,79.35,140.0,,450.0,8.0
16.14,79.36,140.0,40.0,450.0,8.0
16.14,79.36,140.0,40.0,450.0,8.0
16.14,79.43,140.0,40.0,450.0,8.0
16.14,79.43,140.0,40.0,450.0,8.0
16.14,79.44,140.0,40.0,450.0,8.0
16.14,79.45,140.0,40.0,450.0,8.0
16.14,79.45,140.0,40.0,450.0,8.0
16.14,79.46,140.0,40.0,450.0,8.0
16.14,79.46,140.0,40.0,450.0,8.0
16.14,79.47,140.0,40.0,450.0,8.0
16.14,79.48,140.0,40.0,450.0,8.0
16.14,79.48,140.0,17.5,450.0,8.0
16.14,79.49,140.0,17.5,450.0,8.0
16.14,79.49,140.0,17.5,450.0,8.0
16.14,79.5,140.0,17.5,450.0,8.0
16.14,79.5,140.0,17.5,450.0,8.0
16.14,79.51,140.0,17.5,450.0,8.0
16.14,79.52,140.0,17.5,450.0,8.0
16.14,79.52,140.0,17.5,450.0,8.0
16.14,79.53,140.0,17.5,450.0,8.0
16.14,79.53,140.0,40.0,450.0,8.0
16.14,79.54,140.0,40.0,450.0,8.0
16.14,79.55,140.0,40.0,450.0,8.0
16.14,79.55,140.0,40.0,450.0,8.0
16.14,79.56,140.0,40.0,450.0,8.0
16.14,79.56,140.0,40.0,450.0,8.0
16.14,79.57,140.0,40.0,,8.0
16.14,79.57,140.0,40.0,200.0,8.0
16.14,79.58,140.0,40.0,200.0,8.0
16.14,79.59,140.0,40.0,200.0,8.0
16.14,79.59,140.0,40.0,200.0,8.0
16.14,79.6,140.0,40.0,200.0,8.0
16.14,79.6,140.0,40.0,200.0,8.0
16.14,79.61,140.0,40.0,200.0,8.0
16.14,79.62,140.0,40.0,200.0,8.0
16.14,79.62,140.0,40.0,200.0,8.0
16.14,79.63,140.0,40.0,450.0,8.0
16.14,79.63,140.0,40.0,450.0,8.0
16.14,79.64,140.0,40.0,450.0,8.0
16.14,79.64,140.0,40.0,450.0,8.0
16.14,79.65,140.0,40.0,450.0,8.0
16.14,79.66,140.0,40.0,450.0,8.0
16.14,79.66,140.0,40.0,450.0,8.0
16.14,79.67,140.0,40.0,450.0,8.0
16.14,79.67,140.0,40.0,450.0,8.0
16.14,79.68,140.0,40.0,450.0,8.0
16.14,79.69,140.0,40.0,450.0,8.0
16.14,79.69,140.0,40.0,450.0,8.0
16.14,79.7,140.0,40.0,450.0,8.0
16.14,79.7,140.0,40.0,450.0,8.0
16.14,79.71,140.0,40.0,450.0,8.0
16.14,79.71,140.0,40.0,450.0,8.0
16.14,79.72,140.0,40.0,450.0,8.0
16.14,79.73,140.0,40.0,450.0,8.0
16.14,79.73,140.0,40.0,450.0,8.0
16.14,79.74,140.0,40.0,450.0,8.0
16.14,79.74,140.0,40.0,450.0,8.0
16.14,79.75,140.0,40.0,450.0,8.0
16.14,79.76,140.0,40.0,450.0,8.0
16.14,79.76,140.0,40.0,450.0,8.0
16.14,79.77,140.0,40.0,450.0,8.0
16.14,79.77,140.0,40.0,450.0,8.0
16.14,79.78,140.0,40.0,450.0,8.0
16.14,79.78,140.0,40.0,450.0,8.0
16.14,79.79,140.0,40.0,450.0,8.0
16.14,79.8,140.0,40.0,450.0,8.0
16.14,79.8,140.0,40.0,450.0,8.0
16.14,79.81,140.0,40.0,450.0,8.0
16.14,79.81,140.0,40.0,450.0,8.0
16.14,79.82,140.0,40.0,450.0,8.0
16.14,79.83,140.0,40.0,450.0,8.0
16.14,79.83,140.0,40.0,450.0,8.0
16.14,79.84,140.0,40.0,450.0,8.0
16.14,79.84,140.0,40.0,450.0,8.0
16.14,79.85,140.0,40.0,450.0,8.0
16.14,79.85,140.0,40.0,450.0,8.0
16.14,79.86,140.0,40.0,450.0,8.0
16.14,79.87,140.0,40.0,450.0,8.0
16.14,79.87,140.0,40.0,450.0,8.0
16.14,79.88,140.0,40.0,450.0,8.0
16.14,79.88,140.0,40.0,450.0,8.0
16.14,79.89,140.0,40.0,450.0,8.0
16.14,79.9,140.0,40.0,450.0,8.0
16.14,79.9,140.0,40.0,450.0,8.0
16.14,79.91,140.0,40.0,450.0,8.0
16.14,79.91,140.0,40.0,450.0,8.0
16.14,79.92,140.0,40.0,450.0,8.0
16.14,79.92,140.0,40.0,450.0,8.0
16.14,79.93,140.0,40.0,450.0,8.0
16.14,79.94,140.0,40.0,450.0,8.0
16.14,79.94,140.0,40.0,450.0,8.0
16.14,79.95,140.0,40.0,450.0,8.0
16.14,79.95,140.0,40.0,450.0,8.0
16.14,79.96,140.0,40.0,450.0,8.0
16.14,79.97,140.0,40.0,450.0,8.0
16.14,79.97,140.0,40.0,450.0,8.0
16.14,79.98,140.0,40.0,450.0,8.0
16.14,79.98,140.0,40.0,450.0,8.0
16.14,79.99,140.0,40.0,450.0,8.0
16.14,79.99,140.0,40.0,450.0,8.0
16.14,80.0,140.0,40.0,450.0,8.0
16.14,80.01,140.0,40.0,450.0,8.0
16.14,80.01,140.0,40.0,450.0,8.0
16.14,80.02,140.0,40.0,450.0,8.0
16.14,80.02,140.0,40.0,450.0,8.0
16.14,80.03,140.0,40.0,450.0,8.0
16.14,80.04,140.0,40.0,450.0,8.0
16.14,80.04,140.0,40.0,450.0,8.0
16.14,80.05,140.0,40.0,450.0,8.0
16.14,80.07,140.0,40.0,450.0,8.0
16.14,80.07,140.0,40.0,450.0,8.0
16.14,80.08,140.0,40.0,450.0,8.0
16.14,80.08,140.0,40.0,450.0,8.0
16.14,80.09,140.0,40.0,450.0,8.0
16.14,80.09,140.0,40.0,450.0,8.0
16.14,80.1,140.0,40.0,450.0,8.0
16.14,80.11,140.0,40.0,450.0,8.0
16.14,80.11,140.0,40.0,450.0,8.0
16.14,80.12,140.0,40.0,450.0,8.0
16.14,80.12,140.0,40.0,450.0,8.0
16.14,80.13,140.0,40.0,450.0,8.0
16.14,80.14,140.0,40.0,450.0,8.0
16.14,80.14,140.0,40.0,450.0,8.0
16.14,80.15,140.0,40.0,450.0,8.0
16.14,80.15,140.0,40.0,450.0,8.0
16.14,80.16,140.0,40.0,450.0,8.0
16.14,80.16,140.0,40.0,450.0,8.0
16.14,80.17,140.0,40.0,450.0,8.0
16.14,80.18,140.0,40.0,450.0,8.0
16.14,80.18,140.0,40.0,450.0,8.0
16.14,80.19,140.0,40.0,450.0,8.0
16.14,80.19,140.0,40.0,450.0,8.0
16.14,80.2,140.0,40.0,450.0,8.0
16.14,80.21,140.0,40.0,450.0,8.0
16.14,80.21,140.0,40.0,450.0,8.0
16.14,80.22,140.0,40.0,450.0,8.0
16.14,80.22,140.0,40.0,450.0,8.0
16.14,80.23,140.0,40.0,450.0,8.0
16.14,80.23,140.0,40.0,450.0,8.0
16.14,80.24,140.0,40.0,450.0,8.0
16.14,80.25,140.0,40.0,450.0,8.0
16.14,80.25,140.0,40.0,450.0,8.0
16.14,80.26,140.0,40.0,450.0,8.0
16.14,80.26,140.0,40.0,450.0,8.0
16.14,80.27,140.0,40.0,450.0,8.0
16.14,80.28,140.0,40.0,450.0,8.0
16.14,80.28,140.0,40.0,450.0,8.0
16.14,80.29,140.0,40.0,450.0,8.0
16.14,80.35,140.0,40.0,450.0,8.0
16.14,80.36,140.0,40.0,450.0,8.0
16.14,80.36,140.0,40.0,450.0,8.0
16.14,80.37,140.0,40.0,450.0,8.0
16.14,80.37,140.0,40.0,450.0,8.0
16.14,80.38,140.0,40.0,450.0,8.0
16.14,80.39,140.0,40.0,450.0,8.0
16.14,80.39,140.0,40.0,450.0,8.0
16.14,80.4,140.0,40.0,450.0,8.0
16.14,80.4,140.0,40.0,450.0,8.0
16.14,80.41,140.0,40.0,450.0,8.0
16.14,80.42,140.0,40.0,450.0,8.0
16.14,80.42,140.0,40.0,450.0,8.0
16.14,80.43,140.0,40.0,450.0,8.0
16.14,80.43,140.0,40.0,450.0,8.0
16.14,80.44,140.0,40.0,450.0,8.0
16.14,80.44,140.0,40.0,450.0,8.0
16.14,80.45,140.0,40.0,450.0,8.0
16.14,80.46,140.0,40.0,450.0,8.0
16.14,80.46,140.0,40.0,450.0,8.0
16.14,80.47,140.0,40.0,450.0,8.0
16.14,80.47,140.0,40.0,450.0,8.0
16.14,80.48,140.0,40.0,450.0,8.0
16.14,80.49,140.0,40.0,450.0,8.0
16.14,80.49,140.0,40.0,450.0,8.0
16.14,80.5,140.0,40.0,450.0,8.0
16.14,80.5,140.0,40.0,450.0,8.0
16.14,80.51,140.0,40.0,450.0,8.0
16.14,80.51,140.0,40.0,450.0,8.0
16.14,80.52,140.0,40.0,450.0,8.0
16.14,80.53,140.0,40.0,450.0,8.0
16.14,80.53,140.0,40.0,450.0,8.0
16.14,80.54,140.0,40.0,450.0,8.0
16.14,80.54,140.0,40.0,450.0,8.0
16.14,80.55,140.0,40.0,450.0,8.0
16.14,80.56,140.0,40.0,450.0,8.0
16.14,80.56,140.0,40.0,450.0,8.0
16.14,80.57,140.0,40.0,450.0,8.0
16.14,80.57,140.0,40.0,450.0,8.0
16.14,80.58,140.0,40.0,450.0,
16.14,80.58,140.0,40.0,450.0,8.0
16.14,80.59,140.0,40.0,450.0,8.0
16.14,80.6,140.0,40.0,450.0,8.0
16.14,80.6,140.0,40.0,450.0,8.0
16.14,80.61,140.0,40.0,450.0,8.0
16.14,80.61,140.0,40.0,450.0,8.0
16.14,80.62,140.0,40.0,,8.0
16.14,80.63,140.0,40.0,,8.0
16.14,80.63,140.0,40.0,,8.0
16.14,80.64,140.0,40.0,450.0,8.0
16.14,80.64,140.0,40.0,450.0,8.0
16.14,80.65,140.0,40.0,450.0,8.0
16.14,80.65,140.0,40.0,450.0,8.0
